Category,City,Container,Customer ID,Customer Name,Customer Segment,Department,Discount,Item ID,Item,Number of Records,Order Date,Order ID,Order Priority,Order Quantity,Postal Code,Product Base Margin,Profit,Region,Row ID,Sales,Ship Date,Ship Mode,Shipping Cost,State,Unit Price
Binders and Binder Accessories,Oxford,Small Box,2747,Brian Grady,Corporate,Office Supplies,0.1,10907,Cardinal Poly Pocket Divider Pockets for Ring Binders,1,4/9/2018,7078,High,11,1540,0.4,-47,East,976,50,4/10/2018,Express Air,6,Massachusetts,3
Chairs & Chairmats,Oxford,Jumbo Drum,2747,Brian Grady,Corporate,Furniture,0.05,11166,"Global High-Back Leather Tilter, Burgundy",1,4/9/2018,7078,High,16,1540,0.74,-886,East,977,1940,4/11/2018,Delivery Truck,70,Massachusetts,123
Office Furnishings,Oxford,Small Pack,2747,Brian Grady,Corporate,Furniture,0.02,11137,"GE 4 Foot Flourescent Tube, 40 Watt",1,4/9/2018,7078,High,29,1540,0.39,65,East,978,466,4/10/2018,Express Air,9,Massachusetts,15
Chairs & Chairmats,Boston,Jumbo Drum,478,Michael Wiggins,Small Business,Furniture,0.01,10943,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1,2/6/2018,7079,Medium,44,2129,0.78,-417,East,979,12296,2/7/2018,Delivery Truck,57,Massachusetts,281
Paper,Boston,Small Box,478,Michael Wiggins,Small Business,Office Supplies,0.03,11118,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",1,2/6/2018,7079,Medium,18,2129,0.37,-35,East,980,128,2/8/2018,Regular Air,6,Massachusetts,6
Office Furnishings,Los Angeles,Medium Box,3075,Joshua N. Milligan,Corporate,Furniture,0.02,10642,Eldon Advantage® Foldable Chair Mats for Low Pile Carpets,1,1/2/2020,7107,Not Specified,3,90061,0.64,57,West,985,172,1/2/2020,Regular Air,11,California,54
Paper,Los Angeles,Wrap Bag,3075,Joshua N. Milligan,Corporate,Office Supplies,0.06,11184,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",1,1/2/2020,7107,Not Specified,3,90061,0.38,-34,West,986,113,1/4/2020,Regular Air,5,California,38
Storage & Organization,Los Angeles,Small Box,3075,Joshua N. Milligan,Corporate,Office Supplies,0.1,10050,Recycled Steel Personal File for Standard File Folders,1,1/2/2020,7107,Not Specified,35,90061,0.59,163,West,987,1887,1/3/2020,Regular Air,5,California,55
Labels,Los Angeles,Small Box,553,Kristine Connolly,Corporate,Office Supplies,0.06,10868,Avery 501,1,7/19/2019,7142,Critical,49,90008,0.38,57,West,991,181,7/21/2019,Regular Air,1,California,4
Binders and Binder Accessories,Washington,Small Box,2867,Dana Teague,Corporate,Office Supplies,0.03,10548,GBC DocuBind TL300 Electric Binding System,1,1/6/2020,7203,High,28,20016,0.38,3719,East,998,24362,1/8/2020,Regular Air,20,District of Columbia,897
Telephones and Communication,Philadelphia,Small Box,2238,Alexandra Kumar,Corporate,Technology,0.01,10440,T60,1,5/27/2018,7335,Low,62,19120,0.56,1196,East,1006,5309,6/1/2018,Regular Air,5,Pennsylvania,96
Envelopes,New York City,Small Box,2189,Frank Cross,Corporate,Office Supplies,0.09,11010,Brown Kraft Recycled Envelopes,1,5/6/2017,7364,High,22,10177,0.35,-49,East,1008,382,5/8/2017,Regular Air,12,New York,17
Computer Peripherals,Charlotte,Small Pack,2882,Andrew Gonzalez,Consumer,Technology,0.02,10488,"Maxell Pro 80 Minute CD-R, 10/Pack",1,10/6/2018,7619,Not Specified,14,28206,0.45,-33,South,1040,248,10/7/2018,Regular Air,2,North Carolina,17
Appliances,Boston,Large Box,3011,Tammy Raynor,Corporate,Office Supplies,0.03,10376,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1,10/26/2017,7623,Critical,32,2113,0.52,1282,East,1041,9705,10/28/2017,Regular Air,24,Massachusetts,301
Computer Peripherals,Boston,Small Box,3011,Tammy Raynor,Corporate,Technology,0.06,11229,US Robotics 56K V.92 Internal PCI Faxmodem,1,10/26/2017,7623,Critical,67,2113,0.45,17,East,1042,3248,10/28/2017,Regular Air,20,Massachusetts,50
Paper,Boston,Small Box,3011,Tammy Raynor,Corporate,Office Supplies,0.1,10242,Xerox 1941,1,10/26/2017,7623,Critical,58,2113,0.37,1184,East,1043,5583,10/27/2017,Regular Air,5,Massachusetts,105
Chairs & Chairmats,Oxford,Jumbo Drum,181,Wesley Waller,Corporate,Furniture,0.01,10581,Global Deluxe Office Fabric Chairs,1,12/20/2020,7751,Not Specified,90,1540,0.58,-768,East,1051,9096,12/21/2020,Delivery Truck,58,Massachusetts,96
Pens & Art Supplies,Austin,Wrap Bag,117,Linda Weiss,Home Office,Office Supplies,0.03,11250,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",1,1/1/2017,7909,High,29,78745,0.44,10,Central,1074,122,1/2/2017,Regular Air,1,Texas,4
Binders and Binder Accessories,Washington,Small Box,1733,Nina Horne Kelly,Small Business,Office Supplies,0.08,11256,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",1,9/17/2018,8000,Low,18,20012,0.39,-27,East,1084,269,9/19/2018,Regular Air,8,District of Columbia,15
Binders and Binder Accessories,Washington,Small Box,1733,Nina Horne Kelly,Small Business,Office Supplies,0.04,10988,Wilson Jones Turn Tabs Binder Tool for Ring Binders,1,9/17/2018,8000,Low,2,20012,0.39,-8,East,1085,20,9/19/2018,Regular Air,5,District of Columbia,5
Paper,Seattle,Wrap Bag,640,Neal Wolfe,Consumer,Office Supplies,0.1,11102,"Ampad® Evidence® Wirebond Steno Books, 6"" x 9""",1,11/17/2018,8001,High,51,98119,0.38,-81,West,1086,128,11/19/2018,Regular Air,7,Washington,2
Storage & Organization,Seattle,Small Box,640,Neal Wolfe,Consumer,Office Supplies,0.01,10012,Acco Perma® 3000 Stacking Storage Drawers,1,11/17/2018,8001,High,160,98119,0.66,112,West,1087,3608,11/19/2018,Regular Air,5,Washington,21
Computer Peripherals,Boston,Small Pack,1488,Anthony Goodwin,Home Office,Technology,0.01,10962,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",1,5/1/2018,8131,Critical,35,2129,0.5,191,East,1106,1046,5/1/2018,Regular Air,2,Massachusetts,30
Paper,Los Angeles,Small Box,553,Kristine Connolly,Corporate,Office Supplies,0.01,10534,Xerox 1922,1,10/13/2017,8165,Low,63,90008,0.36,-180,West,1115,330,10/22/2017,Regular Air,7,California,5
Office Machines,Oxford,Jumbo Drum,949,Ernest Oh,Consumer,Technology,0.05,10129,Epson DFX5000+ Dot Matrix Printer,1,3/19/2020,8257,Low,5,1540,0.57,-2561,East,1127,7486,3/19/2020,Delivery Truck,30,Massachusetts,1501
Paper,Oxford,Small Box,949,Ernest Oh,Consumer,Office Supplies,0.02,10021,Xerox 1910,1,3/20/2017,8257,Low,18,1540,0.37,374,East,1128,881,3/24/2017,Regular Air,5,Massachusetts,48
Pens & Art Supplies,Oxford,Wrap Bag,949,Ernest Oh,Consumer,Office Supplies,0.03,10151,Newell 320,1,3/19/2020,8257,Low,5,1540,0.58,-6,East,1129,23,3/26/2020,Regular Air,2,Massachusetts,4
Computer Peripherals,Oxford,Small Pack,491,Toni Swanson,Consumer,Technology,0.06,11218,"Imation 3.5 IBM Formatted Diskettes, 10/Box",1,5/12/2020,8353,Medium,44,1540,0.74,-37,East,1146,371,5/14/2020,Regular Air,2,Massachusetts,8
Pens & Art Supplies,Oxford,Wrap Bag,491,Toni Swanson,Consumer,Office Supplies,0.08,10576,Newell 343,1,5/13/2017,8353,Medium,23,1540,0.58,-2,East,1147,67,5/15/2017,Regular Air,1,Massachusetts,3
Paper,Boston,Small Box,2498,Arlene Long,Small Business,Office Supplies,0.07,10825,Xerox 1936,1,9/27/2019,8419,Critical,37,2129,0.38,70,East,1156,717,9/29/2019,Express Air,6,Massachusetts,20
Paper,Boston,Small Box,2498,Arlene Long,Small Business,Office Supplies,0.1,10911,Xerox 214,1,9/27/2019,8419,Critical,47,2129,0.37,-87,East,1157,299,9/28/2019,Regular Air,7,Massachusetts,6
Storage & Organization,Boston,Large Box,2498,Arlene Long,Small Business,Office Supplies,0,10652,Carina Double Wide Media Storage Towers in Natural & Black,1,5/1/2020,8833,Low,52,2129,0.81,-847,East,1205,4341,5/5/2020,Regular Air,35,Massachusetts,81
Computer Peripherals,Irving,Small Box,698,Nelson Hensley,Corporate,Technology,0.1,10229,Keytronic Designer 104- Key Black Keyboard,1,4/5/2017,8994,Low,36,75061,0.77,-580,Central,1225,1423,4/7/2017,Regular Air,20,Texas,40
Rubber Bands,Washington,Wrap Bag,1193,Louis Parrish,Consumer,Office Supplies,0.06,10614,Staples Vinyl Coated Paper Clips,1,3/18/2019,9062,High,36,20016,0.39,31,East,1244,134,3/19/2019,Regular Air,1,District of Columbia,4
Office Furnishings,Washington,Small Pack,1193,Louis Parrish,Consumer,Furniture,0.06,11232,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",1,3/18/2019,9062,High,21,20016,0.35,1193,East,1245,2018,3/21/2019,Regular Air,9,District of Columbia,99
Binders and Binder Accessories,Oxford,Small Box,949,Ernest Oh,Consumer,Office Supplies,0.06,10302,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",1,1/2/2017,9285,Critical,3,1540,0.36,-19,East,1279,125,1/2/2017,Regular Air,3,Massachusetts,41
Storage & Organization,Oxford,Large Box,699,Jenny Gold,Consumer,Office Supplies,0.09,10826,Safco Industrial Wire Shelving,1,12/4/2019,9344,Low,36,1540,0,-506,East,1282,3466,12/6/2019,Regular Air,35,Massachusetts,96
Telephones and Communication,Oxford,Small Box,699,Jenny Gold,Consumer,Technology,0.02,10053,SC7868i,1,12/4/2019,9344,Low,62,1540,0.55,900,East,1283,6897,12/4/2019,Regular Air,9,Massachusetts,126
Computer Peripherals,Washington,Small Box,3342,Paul Tate,Home Office,Technology,0.1,11182,Adesso Programmable 142-Key Keyboard,1,5/2/2020,9409,Critical,16,20006,0.79,-391,East,1288,2284,5/4/2020,Regular Air,4,District of Columbia,152
Binders and Binder Accessories,Washington,Small Box,2867,Dana Teague,Corporate,Office Supplies,0.08,11094,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",1,5/22/2020,9476,Not Specified,13,20016,0.37,-67,East,1293,215,5/24/2020,Express Air,13,District of Columbia,16
Labels,Boston,Small Box,898,Harriet Hodges,Small Business,Office Supplies,0.02,10168,Round Specialty Laser Printer Labels,1,7/25/2017,9606,Not Specified,47,2129,0.38,263,East,1311,594,7/25/2017,Regular Air,0,Massachusetts,13
Paper,Boston,Wrap Bag,898,Harriet Hodges,Small Business,Office Supplies,0.07,10610,Array® Memo Cubes,1,7/25/2017,9606,Not Specified,44,2129,0.36,37,East,1312,229,7/27/2017,Express Air,2,Massachusetts,5
Chairs & Chairmats,Washington,Jumbo Drum,1193,Louis Parrish,Small Business,Furniture,0.08,10949,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,1,3/15/2020,9894,High,16,20016,0.64,104,East,1358,5404,3/17/2020,Delivery Truck,59,District of Columbia,356
Pens & Art Supplies,Oxford,Wrap Bag,21,Tony Wilkins Winters,Small Business,Office Supplies,0.05,11154,"Dixon My First Ticonderoga Pencil, #2",1,4/18/2018,9895,Low,9,1540,0.56,-7,East,1359,55,4/22/2018,Regular Air,2,Massachusetts,6
Computer Peripherals,Boston,Small Box,1413,Pamela Wiley,Corporate,Technology,0,10282,Fellowes 17-key keypad for PS/2 interface,1,2/10/2018,10080,Low,20,2113,0.75,-27,East,1390,637,2/17/2018,Regular Air,4,Massachusetts,31
Office Furnishings,Chicago,Small Box,2920,Ernest Peele,Home Office,Furniture,0.02,10144,"Seth Thomas 8 1/2"" Cubicle Clock",1,8/5/2018,10081,Not Specified,88,60603,0.53,245,Central,1391,1901,8/6/2018,Regular Air,7,Illinois,20
Binders and Binder Accessories,Houston,Small Box,1630,Jimmy Han,Home Office,Office Supplies,0.04,11009,Storex DuraTech Recycled Plastic Frosted Binders,1,10/7/2018,10147,High,40,77095,0.35,-87,Central,1399,176,10/8/2018,Regular Air,5,Texas,4
Paper,Boston,Small Box,1129,Pam Patton,Home Office,Office Supplies,0.06,11017,Xerox 1952,1,1/8/2018,10247,Medium,21,2118,0.38,-85,East,1413,112,1/9/2018,Regular Air,5,Massachusetts,5
Computer Peripherals,Boston,Small Pack,1129,Pam Patton,Home Office,Technology,0.03,10916,"Memorex Slim 80 Minute CD-R, 10/Pack",1,1/8/2018,10247,Medium,24,2118,0.43,18,East,1414,232,1/10/2018,Regular Air,2,Massachusetts,10
Telephones and Communication,Boston,Small Box,1413,Pamela Wiley,Corporate,Technology,0,10150,g520,1,4/5/2017,10277,Medium,36,2113,0.59,542,East,1417,2145,4/6/2017,Regular Air,5,Massachusetts,66
Paper,Charlotte,Small Box,2882,Andrew Gonzalez,Consumer,Office Supplies,0.03,10976,Xerox 21,1,6/23/2018,10373,Critical,42,28206,0.37,-95,South,1439,290,6/25/2018,Regular Air,7,North Carolina,6
Pens & Art Supplies,Seattle,Small Pack,1280,Harold Albright,Corporate,Office Supplies,0.06,10838,Boston KS Multi-Size Manual Pencil Sharpener,1,8/8/2018,10435,Medium,68,98119,0.57,-14,West,1442,1559,8/10/2018,Regular Air,9,Washington,23
Pens & Art Supplies,Seattle,Small Pack,1280,Harold Albright,Corporate,Office Supplies,0.05,10945,"Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener, Black",1,8/7/2020,10435,Medium,92,98119,0.58,-162,West,1443,1076,8/8/2020,Regular Air,8,Washington,12
Paper,Oxford,Small Box,491,Toni Swanson,Consumer,Office Supplies,0.01,11014,Xerox 1897,1,8/8/2017,10464,Critical,41,1540,0.36,-69,East,1450,217,8/9/2017,Regular Air,6,Massachusetts,5
Office Furnishings,Miami,Small Box,1959,Bonnie Matthews Rowland,Corporate,Furniture,0.1,11033,"Eldon® Expressions™ Wood Desk Accessories, Oak",1,5/1/2020,10470,Critical,46,33916,0.56,-126,South,1455,325,5/6/2020,Regular Air,5,Florida,7
Tables,Oxford,Jumbo Box,3121,Bob Dickens,Home Office,Furniture,0.09,10265,Bevis Round Conference Table Top & Single Column Base,1,3/26/2020,10567,High,10,1540,0.65,-146,East,1467,1111,3/27/2020,Delivery Truck,44,Massachusetts,146
Computer Peripherals,Washington,Small Pack,894,Gail Rankin Cole,Corporate,Technology,0.06,11008,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",1,12/17/2020,10624,Critical,46,20024,0.71,24,East,1470,2165,12/19/2020,Regular Air,4,District of Columbia,48
Paper,New York City,Small Box,2382,Geoffrey Saunders,Small Business,Office Supplies,0.06,11061,Xerox 1905,1,8/22/2018,10819,Critical,63,10024,0.37,-197,East,1497,420,8/22/2018,Regular Air,10,New York,6
Storage & Organization,Los Angeles,Large Box,2842,Jason Hernandez,Corporate,Office Supplies,0.07,10748,Tennsco Industrial Shelving,1,3/25/2018,10919,High,42,90032,0.83,-1232,West,1511,2041,3/25/2018,Regular Air,35,California,49
Office Machines,New York City,Medium Box,2382,Geoffrey Saunders,Small Business,Technology,0,11245,Canon P1-DHIII Palm Printing Calculator,1,11/10/2019,10944,High,31,10024,0.4,-27,East,1512,626,11/12/2019,Regular Air,9,New York,18
Office Machines,Charlotte,Jumbo Box,272,Eleanor Swain,Small Business,Technology,0.1,10910,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,1,3/27/2020,10949,Medium,46,28204,0.4,169,South,1515,3449,3/28/2020,Delivery Truck,30,North Carolina,81
Binders and Binder Accessories,Houston,Small Box,3106,Alexander O'Brien,Home Office,Office Supplies,0.02,10444,Flexible Leather- Look Classic Collection Ring Binder,1,12/7/2020,10982,Not Specified,58,77041,0.35,225,Central,1522,1077,12/8/2020,Regular Air,1,Texas,19
Binders and Binder Accessories,Houston,Small Box,3106,Alexander O'Brien,Home Office,Office Supplies,0.05,10837,GBC Therma-A-Bind 250T Electric Binding System,1,12/7/2020,10982,Not Specified,60,77041,0.37,1236,Central,1523,7331,12/9/2020,Regular Air,20,Texas,123
Rubber Bands,Houston,Wrap Bag,3106,Alexander O'Brien,Home Office,Office Supplies,0,10766,OIC Thumb-Tacks,1,12/7/2020,10982,Not Specified,28,77041,0.38,3,Central,1524,42,12/9/2020,Express Air,1,Texas,1
Telephones and Communication,Washington,Small Box,2867,Dana Teague,Corporate,Technology,0.01,11143,M70,1,4/15/2017,11013,High,2,20016,0.59,-583,East,1529,227,4/16/2017,Regular Air,9,District of Columbia,126
Bookcases,Seattle,Jumbo Box,640,Neal Wolfe,Consumer,Furniture,0.06,10341,Rush Hierlooms Collection Rich Wood Bookcases,1,3/18/2017,11077,Low,30,98119,0.72,-230,West,1539,4620,3/22/2017,Delivery Truck,35,Washington,161
Computer Peripherals,Washington,Small Box,1193,Louis Parrish,Small Business,Technology,0.09,10544,Zoom V.92 USB External Faxmodem,1,12/26/2017,11206,Low,48,20016,0.41,-17,East,1552,2373,12/28/2017,Regular Air,20,District of Columbia,50
Binders and Binder Accessories,Washington,Small Box,1193,Louis Parrish,Small Business,Office Supplies,0.03,10934,Lock-Up Easel 'Spel-Binder',1,12/26/2017,11206,Low,11,20016,0.38,40,East,1553,326,1/1/2018,Regular Air,1,District of Columbia,29
Storage & Organization,Oxford,Small Box,2571,Rosemary O'Brien,Consumer,Office Supplies,0.1,10856,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",1,6/20/2019,11425,Critical,48,1540,0.58,-17,East,1579,799,6/21/2019,Regular Air,6,Massachusetts,17
Telephones and Communication,Oxford,Small Box,2571,Rosemary O'Brien,Consumer,Technology,0.04,10520,CF 688,1,6/20/2019,11425,Critical,38,1540,0.58,383,East,1580,4906,6/22/2019,Express Air,9,Massachusetts,156
Labels,Dallas,Small Box,563,Marjorie Pope,Home Office,Office Supplies,0.09,10099,Avery 487,1,8/22/2018,11460,High,54,75081,0.38,38,Central,1590,184,8/24/2018,Regular Air,1,Texas,4
Office Furnishings,Miami,Small Pack,349,Kim Weiss,Home Office,Furniture,0.04,11232,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",1,6/30/2017,11527,Medium,54,33132,0.35,1917,South,1595,5556,7/2/2017,Regular Air,9,Florida,99
Pens & Art Supplies,Philadelphia,Wrap Bag,1228,Hazel Jennings,Small Business,Office Supplies,0.07,10051,Newell 329,1,2/20/2019,11651,Medium,21,19140,0.59,4,East,1606,73,2/22/2019,Express Air,1,Pennsylvania,3
Telephones and Communication,Philadelphia,Small Box,1313,Katherine Knight,Corporate,Technology,0.03,10203,i1000,1,2/5/2020,11683,Not Specified,28,19134,0.58,335,East,1613,1650,2/5/2020,Regular Air,6,Pennsylvania,66
Pens & Art Supplies,Oxford,Wrap Bag,2491,Sean N Boyer,Consumer,Office Supplies,0.06,10799,Newell 336,1,4/24/2017,11712,Low,9,1540,0.56,0,East,1617,39,4/26/2017,Regular Air,1,Massachusetts,4
Paper,Boston,Wrap Bag,102,Caroline Johnston,Consumer,Office Supplies,0.04,10666,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",1,6/27/2018,11779,Not Specified,68,2129,0.39,87,East,1628,470,6/29/2018,Regular Air,2,Massachusetts,7
Computer Peripherals,Boston,Small Box,102,Caroline Johnston,Consumer,Technology,0.09,10463,Micro Innovations 104 Keyboard,1,6/27/2018,11779,Not Specified,65,2129,0.64,-172,East,1629,685,6/28/2018,Regular Air,7,Massachusetts,11
Tables,Oxford,Jumbo Box,3289,Emily Britt,Corporate,Furniture,0.06,10951,"Iceberg OfficeWorks 42"" Round Tables",1,7/28/2020,11808,Not Specified,1,1540,0.75,25,East,1633,148,7/29/2020,Delivery Truck,39,Massachusetts,151
Computer Peripherals,Oxford,Small Box,3289,Emily Britt,Corporate,Technology,0,10397,"Fellowes Internet Keyboard, Platinum",1,9/6/2020,11874,Medium,2,1540,0.74,-82,East,1642,81,9/8/2020,Regular Air,9,Massachusetts,30
Envelopes,Oxford,Small Box,3289,Emily Britt,Corporate,Office Supplies,0.07,10655,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",1,9/6/2020,11874,Medium,42,1540,0.4,179,East,1643,1629,9/6/2020,Regular Air,10,Massachusetts,40
Office Furnishings,Atlanta,Medium Box,1745,Herbert Holden,Home Office,Furniture,0.02,10471,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",1,7/1/2019,11876,High,63,30305,0.65,1145,South,1645,6772,7/4/2019,Regular Air,6,Georgia,108
Pens & Art Supplies,Irving,Wrap Bag,698,Nelson Hensley,Corporate,Office Supplies,0.04,10349,Avery Hi-Liter® Fluorescent Desk Style Markers,1,3/14/2019,11968,Low,35,75061,0.48,26,Central,1659,124,3/14/2019,Regular Air,1,Texas,3
Chairs & Chairmats,Irving,Jumbo Drum,1402,Wesley Tate,Corporate,Furniture,0,11166,"Global High-Back Leather Tilter, Burgundy",1,12/22/2020,12129,Medium,72,75061,0.74,-1198,Central,1681,9704,12/25/2020,Delivery Truck,70,Texas,123
Tables,Atlanta,Jumbo Box,1745,Herbert Holden,Consumer,Furniture,0.04,10849,Bevis 36 x 72 Conference Tables,1,12/10/2017,12224,High,4,30305,0.63,-248,South,1692,606,12/12/2017,Delivery Truck,52,Georgia,124
Telephones and Communication,Atlanta,Wrap Bag,1745,Herbert Holden,Consumer,Technology,0.1,10523,Accessory17,1,12/10/2017,12224,High,54,30305,0.82,-277,South,1693,1569,12/10/2017,Regular Air,5,Georgia,36
Labels,Atlanta,Small Box,1745,Herbert Holden,Home Office,Office Supplies,0.1,10113,Avery 49,1,12/15/2020,12256,Medium,88,30305,0.36,30,South,1696,236,12/17/2020,Regular Air,1,Georgia,3
Tables,Oxford,Jumbo Box,3289,Emily Britt,Corporate,Furniture,0.05,10776,Anderson Hickey Conga Table Tops & Accessories,1,12/18/2019,12320,Critical,70,1540,0.76,12,East,1713,1078,12/20/2019,Delivery Truck,28,Massachusetts,15
Bookcases,Philadelphia,Jumbo Box,3079,Andrew Levine,Small Business,Furniture,0,10283,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,1,7/5/2017,12480,Medium,10,19112,0.78,-203,East,1739,1484,7/6/2017,Delivery Truck,32,Pennsylvania,137
Paper,Oxford,Wrap Bag,181,Wesley Waller,Small Business,Office Supplies,0.02,10854,White GlueTop Scratch Pads,1,3/17/2018,12643,Low,22,1540,0.39,143,East,1768,346,3/19/2018,Regular Air,2,Massachusetts,15
Labels,Los Angeles,Small Box,2670,Yvonne Mann,Home Office,Office Supplies,0,10335,Avery 497,1,5/22/2020,12804,Medium,27,90049,0.37,28,West,1788,89,5/25/2020,Regular Air,1,California,3
