Category,City,Container,Customer ID,Customer Name,Customer Segment,Department,Discount,Item ID,Item,Number of Records,Order Date,Order ID,Order Priority,Order Quantity,Postal Code,Product Base Margin,Profit,Region,Row ID,Sales,Ship Date,Ship Mode,Shipping Cost,State,Unit Price
Computer Peripherals,Irving,Small Pack,308,Glen Caldwell,Small Business,Technology,0.01,10692,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",1,7/10/2017,37760,High,32,75061,0.52,11,Central,7/7/1914,281,7/11/2018,Regular Air,2,Texas,8
Office Furnishings,Irving,Small Box,1682,Julie Edwards,Consumer,Furniture,0.04,10709,Eldon� 200 Class� Desk Accessories,1,2/9/2017,14115,Not Specified,43,75061,0.53,-38,Central,5/29/1905,284,2/10/2018,Regular Air,5,Texas,6
Binders and Binder Accessories,Harrison,Small Box,1734,Christopher Meadows,Small Business,Office Supplies,0.02,10202,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1,8/13/2015,88443,Not Specified,9,10528,0.35,7890,East,10/31/1950,11434,8/16/2016,Regular Air,20,New York,1271
Telephones and Communication,Harrison,Small Box,1734,Christopher Meadows,Small Business,Technology,0.05,10095,StarTAC 8000,1,8/12/2016,88443,Not Specified,19,10528,0.6,1546,East,11/1/1950,3229,8/15/2017,Express Air,9,New York,206
Computer Peripherals,Merritt Island,Small Pack,2442,Natalie Aldridge,Consumer,Technology,0.01,10115,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",1,8/26/2016,89300,Medium,5,32953,0.79,-4,South,1/19/1955,27,8/29/2017,Regular Air,5,Florida,5
Appliances,Boston,Small Box,975,Francis Evans,Corporate,Office Supplies,0.1,10331,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,1,7/20/2017,87260,Low,3,02108,0.55,-21,East,7/10/1966,9,7/21/2018,Regular Air,5,Massachusetts,2
Computer Peripherals,Potomac,Small Pack,321,Arthur Lowe Nash,Consumer,Technology,0.04,10692,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",1,9/29/2016,91057,Low,11,20854,0.52,10,East,7/5/1956,90,9/30/2017,Regular Air,2,Maryland,8
Binders and Binder Accessories,Paragould,Small Box,1918,Hannah Tyson,Home Office,Office Supplies,0.1,10452,"Avery� 3 1/2"" Diskette Storage Pages, 10/Pack",1,9/12/2017,85898,Low,17,72450,0.39,126,South,11/26/1960,168,9/19/2018,Express Air,6,Arkansas,10
Office Furnishings,Saint Paul,Small Box,635,Juan Justice,Corporate,Furniture,0.01,11088,Eldon� Wave Desk Accessories,1,12/21/2016,89284,High,12,55106,0.43,-104,Central,1/5/1953,28,12/22/2017,Regular Air,5,Minnesota,2
Storage & Organization,Saint Paul,Jumbo Drum,635,Juan Justice,Corporate,Office Supplies,0.03,10909,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",1,12/21/2016,89284,High,6,55106,0.65,-124,Central,1/6/1953,2309,12/22/2017,Delivery Truck,99,Minnesota,371
Office Machines,Iselin,Jumbo Drum,2604,Gina Curry,Corporate,Technology,0.01,10111,Panasonic KX-P3200 Dot Matrix Printer,1,11/25/2017,87383,Critical,3,08830,0.6,-338,East,1/30/1957,945,11/28/2018,Delivery Truck,18,New Jersey,297
Telephones and Communication,Hackensack,Small Box,2603,Penny Leach,Corporate,Technology,0.07,11039,2160i,1,11/27/2016,87383,Critical,22,07601,0.59,2225,East,1/29/1957,3705,11/30/2017,Regular Air,4,New Jersey,201
Tables,Lima,Jumbo Box,1891,Gretchen Levine,Home Office,Furniture,0.03,10253,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",1,7/19/2017,90630,Not Specified,7,45801,0.66,430,East,5/24/1965,2233,7/20/2018,Delivery Truck,29,Ohio,321
Labels,Arvada,Small Box,1113,Julia Reynolds,Corporate,Office Supplies,0.01,10986,Avery 498,1,2/21/2017,90833,Critical,14,80004,0.38,30,West,5/7/1971,43,2/22/2018,Regular Air,1,Colorado,3
Binders and Binder Accessories,Lafayette,Small Box,2481,Kelly Sawyer,Corporate,Office Supplies,0.07,10653,Wilson Jones Impact Binders,1,2/14/2017,91000,Critical,14,70506,0.36,-188,South,4/22/1967,80,2/15/2018,Express Air,6,Louisiana,5
Telephones and Communication,Arvada,Small Pack,1113,Julia Reynolds,Corporate,Technology,0,10987,Accessory6,1,2/21/2017,90833,Critical,5,80004,0.8,-187,West,5/8/1971,259,2/22/2018,Regular Air,5,Colorado,56
Computer Peripherals,Boston,Small Box,2196,Gene Heath Cross,Small Business,Technology,0.03,10641,Belkin MediaBoard 104- Keyboard,1,11/29/2016,89175,Medium,11,02129,0.75,-89,East,4/28/1952,295,11/30/2017,Regular Air,4,Massachusetts,27
Computer Peripherals,Boston,Small Box,2196,Gene Heath Cross,Small Business,Technology,0.1,10661,Motorola SB4200 Cable Modem,1,11/29/2016,89175,Medium,14,02129,0.48,1209,East,4/29/1952,2458,11/30/2017,Regular Air,20,Massachusetts,180
Chairs & Chairmats,Garden City,Jumbo Drum,2073,Evan Kelley,Consumer,Furniture,0.05,10399,Hon 4070 Series Pagoda� Armless Upholstered Stacking Chairs,1,12/13/2016,88557,Not Specified,6,48135,0.56,550,Central,7/24/1967,1818,12/14/2017,Delivery Truck,49,Michigan,292
Storage & Organization,Boston,Small Box,2196,Gene Heath Cross,Small Business,Office Supplies,0.1,10656,"Fellowes Strictly Business� Drawer File, Letter/Legal Size",1,11/27/2017,89175,Medium,19,02129,0.73,10,East,4/30/1952,2466,11/28/2018,Regular Air,20,Massachusetts,141
Telephones and Communication,Moscow,Small Box,1730,Kerry Wilkerson,Small Business,Technology,0.1,10897,StarTAC 7760,1,10/22/2016,90653,High,5,83843,0.59,-89,West,3/14/1967,273,10/23/2017,Express Air,4,Idaho,66
Computer Peripherals,University City,Small Box,1957,Ted Crowder,Consumer,Technology,0.09,10259,Micro Innovations Media Access Pro Keyboard,1,10/25/2017,89818,High,1,63130,0.76,-387,Central,3/29/1959,77,10/26/2018,Regular Air,4,Missouri,78
Office Furnishings,Oxford,Small Pack,2561,Laurie Moon,Consumer,Furniture,0.07,11191,Aluminum Document Frame,1,12/1/2017,86466,Not Specified,12,01540,0.55,89,East,5/31/1963,147,12/4/2018,Regular Air,3,Massachusetts,12
Paper,Cary,Small Box,1018,Meredith Humphrey,Home Office,Office Supplies,0,11000,Personal Creations� Ink Jet Cards and Labels,1,2/17/2017,88391,Medium,6,27511,0.36,116,South,7/9/1968,76,2/20/2018,Regular Air,5,North Carolina,11
Pens & Art Supplies,Atlanta,Wrap Bag,2655,Benjamin Lam,Corporate,Office Supplies,0.07,10738,Prang Colored Pencils,1,1/31/2017,86064,Critical,10,30318,0.4,-94,South,10/19/1962,30,2/1/2018,Regular Air,1,Georgia,3
Envelopes,Cary,Small Box,1018,Meredith Humphrey,Home Office,Office Supplies,0.05,10853,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,1,2/17/2017,88391,Medium,19,27511,0.4,23,South,7/8/1968,680,2/20/2018,Regular Air,15,North Carolina,36
Bookcases,Bullhead City,Jumbo Box,2699,Marcia Greenberg,Corporate,Furniture,0.04,10993,"Hon Metal Bookcases, Black",1,12/26/2015,87679,Not Specified,19,86442,0.6,-85,West,6/12/1957,1345,12/29/2016,Delivery Truck,27,Arizona,71
Binders and Binder Accessories,Oxford,Small Box,2561,Laurie Moon,Consumer,Office Supplies,0.07,10924,Ibico Presentation Index for Binding Systems,1,12/3/2016,86466,Not Specified,7,01540,0.38,-60,East,5/30/1963,30,12/4/2017,Regular Air,5,Massachusetts,4
Labels,Cabot,Small Box,2488,Gordon Walker,Consumer,Office Supplies,0.08,10984,Avery 493,1,9/20/2016,86887,High,9,72023,0.36,13,South,12/7/1954,43,9/21/2017,Regular Air,1,Arkansas,5
Labels,Oxford,Small Box,2491,Sean N Boyer,Consumer,Office Supplies,0.08,10984,Avery 493,1,10/21/2016,14785,High,36,01540,0.36,32,East,8/26/1905,171,10/24/2017,Regular Air,1,Massachusetts,5
Binders and Binder Accessories,Carpentersville,Small Box,1250,Kara Patton,Corporate,Office Supplies,0,10862,Avery Binder Labels,1,7/19/2016,87877,High,21,60110,0.37,-255,Central,5/30/1950,86,7/20/2017,Regular Air,7,Illinois,4
Computer Peripherals,Austin,Small Box,191,Gerald Kearney,Corporate,Technology,0.09,10282,Fellowes 17-key keypad for PS/2 interface,1,7/14/2016,89093,Not Specified,7,78745,0.75,-100,Central,3/7/1956,203,7/15/2017,Regular Air,4,Texas,31
Pens & Art Supplies,Cabot,Small Pack,2488,Gordon Walker,Consumer,Office Supplies,0.02,10100,"Boston Model 1800 Electric Pencil Sharpener, Gray",1,9/18/2017,86887,High,11,72023,0.55,161,South,12/8/1954,327,9/19/2018,Regular Air,6,Arkansas,28
Pens & Art Supplies,Oxford,Small Pack,2491,Sean N Boyer,Consumer,Office Supplies,0.02,10100,"Boston Model 1800 Electric Pencil Sharpener, Gray",1,10/19/2017,14785,High,45,01540,0.55,117,East,8/27/1905,1339,10/20/2018,Regular Air,6,Massachusetts,28
Paper,Carpentersville,Small Box,1250,Kara Patton,Corporate,Office Supplies,0.1,11160,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",1,7/20/2015,87877,High,8,60110,0.4,109,Central,6/1/1950,226,7/21/2016,Regular Air,6,Illinois,31
Telephones and Communication,Oak Creek,Small Pack,2976,Fred Barber,Small Business,Technology,0.01,10366,Accessory31,1,11/19/2015,89047,Medium,41,53154,0.35,882,Central,8/28/1953,1279,11/22/2016,Regular Air,1,Wisconsin,36
Bookcases,Fruit Cove,Jumbo Box,2858,Jerry Webster,Corporate,Furniture,0.1,10884,"O'Sullivan Elevations Bookcase, Cherry Finish",1,12/7/2015,88282,Low,42,32259,0.69,670,South,9/1/1950,5295,12/8/2016,Delivery Truck,55,Florida,131
Computer Peripherals,Oxford,Small Box,1027,Brian Bennett,Small Business,Technology,0.1,10679,Keytronic French Keyboard,1,1/7/2017,89004,High,5,01540,0.79,-230,East,1/16/1962,347,1/8/2018,Regular Air,4,Massachusetts,74
Computer Peripherals,Bozeman,Small Box,2037,Lynda Herman,Small Business,Technology,0,10679,Keytronic French Keyboard,1,11/15/2016,89333,Not Specified,4,59715,0.65,-89,West,1/9/1954,306,11/20/2017,Regular Air,15,Montana,74
Telephones and Communication,Caldwell,Wrap Bag,2741,Megan York,Small Business,Technology,0.01,10681,Accessory41,1,2/9/2017,89481,Low,10,83605,0.38,218,West,9/20/1954,316,2/10/2018,Regular Air,6,Idaho,36
Telephones and Communication,Southbury,Small Box,1035,Kent Burton,Home Office,Technology,0.07,10890,i2000,1,8/18/2015,90710,Critical,1,06488,0.6,-604,East,2/13/1960,101,8/19/2016,Regular Air,3,Connecticut,126
Paper,Reisterstown,Small Box,600,Vickie Morse,Corporate,Office Supplies,0.06,10828,Xerox 210,1,8/17/2017,87579,Medium,5,21136,0.37,-75,East,3/30/1958,32,8/18/2018,Regular Air,7,Maryland,6
Binders and Binder Accessories,Coachella,Small Box,573,Vanessa Winstead,Home Office,Office Supplies,0.05,10223,"ACCOHIDE� 3-Ring Binder, Blue, 1""",1,10/7/2015,86555,Critical,1,92236,0.38,-12,West,12/8/1964,6,10/8/2016,Regular Air,5,California,4
Computer Peripherals,Dublin,Small Box,1036,Jessica Huffman,Home Office,Technology,0.03,10693,US Robotics 56K V.92 External Faxmodem,1,8/17/2016,90710,Critical,6,43017,0.52,294,East,2/14/1960,598,8/18/2017,Regular Air,20,Ohio,100
Tables,Paducah,Jumbo Box,2345,Colleen Marsh,Corporate,Furniture,0.02,10550,"Bevis Round Conference Table Top, X-Base",1,3/13/2014,89504,Medium,2,42003,0.76,-411,South,2/29/1952,311,3/14/2016,Delivery Truck,29,Kentucky,179
Chairs & Chairmats,Paducah,Jumbo Drum,2345,Colleen Marsh,Corporate,Furniture,0.07,11111,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",1,3/14/2014,89504,Medium,9,42003,0.58,-132,South,2/28/1952,1806,3/14/2016,Delivery Truck,24,Kentucky,201
Tables,West Islip,Large Box,605,Alison Peters Wooten,Corporate,Furniture,0.09,10683,Laminate Occasional Tables,1,11/18/2015,91144,Critical,10,11795,0.68,-1764,East,4/9/1960,1495,11/22/2016,Express Air,69,New York,154
Tables,Los Angeles,Large Box,604,Lindsay P Ashley,Corporate,Furniture,0.09,10683,Laminate Occasional Tables,1,12/21/2015,28647,Critical,38,90045,0.68,-1764,West,12/28/1910,5680,12/22/2016,Express Air,69,California,154
Paper,Detroit,Small Box,373,Jeanne Werner,Small Business,Office Supplies,0.02,10872,Xerox 1971,1,3/14/2014,24193,Not Specified,24,48234,0.4,-64,Central,4/15/1909,110,3/14/2016,Regular Air,5,Michigan,4
Paper,Morristown,Small Box,375,Sandra Sharma,Small Business,Office Supplies,0.02,10872,Xerox 1971,1,9/22/2016,90917,Not Specified,6,37814,0.4,197,South,7/27/1958,27,9/23/2017,Regular Air,5,Tennessee,4
Bookcases,Detroit,Jumbo Box,373,Jeanne Werner,Small Business,Furniture,0.02,10244,O'Sullivan Living Dimensions 3-Shelf Bookcases,1,3/15/2014,24193,Not Specified,45,48234,0.75,-164,Central,4/14/1909,9540,3/14/2016,Delivery Truck,56,Michigan,201
Bookcases,Morristown,Jumbo Box,375,Sandra Sharma,Small Business,Furniture,0.02,10244,O'Sullivan Living Dimensions 3-Shelf Bookcases,1,9/22/2016,90917,Not Specified,11,37814,0.75,-225,South,7/26/1958,2332,9/23/2017,Delivery Truck,56,Tennessee,201
Office Furnishings,Corvallis,Medium Box,3177,Laurie Petty,Consumer,Furniture,0.1,11146,Deflect-o Glass Clear Studded Chair Mats,1,9/14/2016,90818,Not Specified,9,97330,0.63,-30,West,1/21/1967,512,9/15/2017,Regular Air,11,Oregon,62
Telephones and Communication,Detroit,Wrap Bag,373,Jeanne Werner,Small Business,Technology,0.04,11051,Accessory4,1,3/15/2014,24193,Not Specified,19,48234,0.85,-175,Central,4/16/1909,1427,3/14/2016,Regular Air,1,Michigan,86
Tables,Canton,Jumbo Box,83,Edgar Stone,Corporate,Furniture,0.04,10880,Hon 94000 Series Round Tables,1,12/31/2016,87365,High,6,44708,0.76,-716,East,1/18/1950,1822,1/1/2018,Delivery Truck,54,Ohio,296
Office Furnishings,Irving,Small Pack,2426,Jonathan Drummey,Small Business,Furniture,0.08,10999,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",1,1/1/2017,90859,High,3,75061,0.44,63,Central,7/30/1959,91,1/4/2018,Regular Air,4,Texas,31
Pens & Art Supplies,Duluth,Wrap Bag,2372,Marvin Parrott,Corporate,Office Supplies,0.01,10644,Newell 310,1,12/8/2016,90714,Medium,4,55803,0.56,-2,Central,3/13/1960,7,12/9/2017,Regular Air,1,Minnesota,2
Computer Peripherals,Lewiston,Small Box,727,Lindsay Link,Consumer,Technology,0.1,11197,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",1,11/11/2016,90359,Medium,4,04240,0.79,-100,East,8/29/1953,66,11/13/2017,Regular Air,4,Maine,18
Telephones and Communication,Stratford,Small Box,724,Beverly Cooke Brooks,Consumer,Technology,0.09,10053,SC7868i,1,11/11/2016,90359,Medium,1,06614,0.55,-605,East,8/30/1953,100,11/13/2017,Regular Air,9,Connecticut,126
Office Furnishings,Reno,Wrap Bag,871,Sandy Ellington,Home Office,Furniture,0.03,10663,Coloredge Poster Frame,1,3/16/2014,90577,Not Specified,2,89502,0.46,22,West,10/31/1969,31,3/17/2016,Regular Air,5,Nevada,14
Appliances,Coachella,Jumbo Drum,2323,Emma Buckley,Small Business,Office Supplies,0.08,10977,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",1,12/15/2016,88721,High,5,92236,0.41,-550,West,4/25/1971,338,12/16/2017,Delivery Truck,60,California,69
Office Furnishings,Marietta,Wrap Bag,1711,Sharon Long,Corporate,Furniture,0.07,11011,"Master Giant Foot� Doorstop, Safety Yellow",1,9/30/2015,87747,Not Specified,3,30062,0.42,-167,South,10/20/1952,22,10/4/2016,Regular Air,4,Georgia,8
Pens & Art Supplies,Coachella,Small Pack,2323,Emma Buckley,Small Business,Office Supplies,0.04,11025,Boston 1730 StandUp Electric Pencil Sharpener,1,12/15/2016,88721,High,4,92236,0.59,-52,West,4/26/1971,84,12/16/2017,Regular Air,9,California,21
Paper,Camp Springs,Small Box,1364,Chris Ford,Home Office,Office Supplies,0.1,10874,Xerox 1947,1,10/13/2016,89994,Not Specified,10,20746,0.4,-90,East,12/5/1952,57,10/19/2017,Regular Air,5,Maryland,6
Computer Peripherals,Parkersburg,Small Pack,1808,Joyce Knox,Home Office,Technology,0.01,10698,"Imation Neon Mac Format Diskettes, 10/Pack",1,7/6/2016,89251,Medium,10,26101,0.77,-41,East,9/30/1951,89,7/7/2017,Express Air,3,West Virginia,8
Telephones and Communication,Stevens Point,Medium Box,3191,Jenny Hawkins,Corporate,Technology,0.01,11113,1726 Digital Answering Machine,1,9/25/2015,86447,Critical,5,54481,0.58,-9,Central,2/7/1955,94,9/26/2016,Regular Air,5,Wisconsin,21
Bookcases,Oxford,Jumbo Box,2747,Brian Grady,Corporate,Furniture,0.01,10081,"Bush Cubix Collection Bookcases, Fully Assembled",1,7/8/2015,23751,Medium,44,01540,0.62,1049,East,2/4/1909,10364,7/9/2016,Delivery Truck,65,Massachusetts,221
Bookcases,Bozeman,Jumbo Box,2745,Arnold Gay,Corporate,Furniture,0.01,10081,"Bush Cubix Collection Bookcases, Fully Assembled",1,2/2/2017,86184,Medium,11,59715,0.62,1049,West,5/18/1958,2591,2/3/2018,Delivery Truck,65,Montana,221
Appliances,Clinton,Medium Box,1967,Carolyn Hoffman,Small Business,Office Supplies,0.01,10684,Honeywell Quietcare HEPA Air Cleaner,1,9/29/2016,89456,Medium,8,52732,0.52,442,Central,7/26/1961,641,9/30/2017,Express Air,14,Iowa,79
Chairs & Chairmats,Sudbury,Jumbo Drum,1197,Grace McNeill Hunt,Small Business,Furniture,0.08,10949,Hon 4700 Series Mobuis� Mid-Back Task Chairs with Adjustable Arms,1,11/16/2017,87583,High,4,01776,0.64,104,East,12/30/1952,1351,11/17/2018,Delivery Truck,59,Massachusetts,356
Labels,Fresno,Small Box,485,Edward Leonard,Corporate,Office Supplies,0.05,10113,Avery 49,1,1/6/2017,91062,Not Specified,3,93727,0.36,6,West,8/1/1956,9,1/9/2018,Regular Air,1,California,3
Paper,Sterling Heights,Small Box,2127,Joyce Kern,Home Office,Office Supplies,0.1,10284,Xerox 1974,1,2/14/2017,88418,Critical,6,48310,0.36,-50,Central,12/15/1965,34,2/15/2018,Regular Air,5,Michigan,6
Chairs & Chairmats,South Burlington,Jumbo Drum,1227,Elsie Hwang,Small Business,Furniture,0.09,10712,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",1,12/29/2016,90800,Medium,10,05403,0.78,-422,East,3/5/1970,1283,12/30/2017,Delivery Truck,30,Vermont,131
Binders and Binder Accessories,Randallstown,Small Box,322,Regina Kelley,Home Office,Office Supplies,0.03,11155,GBC Wire Binding Strips,1,10/6/2017,91058,High,8,21133,0.37,175,East,4/12/1970,264,10/9/2018,Regular Air,13,Maryland,32
Telephones and Communication,Riverside,Medium Box,972,Gregory Holden,Corporate,Technology,0.07,11113,1726 Digital Answering Machine,1,2/10/2017,87265,Medium,1,92503,0.58,-102,West,4/22/1954,19,2/13/2018,Regular Air,5,California,21
Computer Peripherals,Germantown,Small Box,3225,Robyn Crawford,Small Business,Technology,0.02,10801,PC Concepts 116 Key Quantum 3000 Keyboard,1,1/19/2017,86513,Medium,8,38138,0.75,-213,South,4/12/1956,281,1/20/2018,Regular Air,6,Tennessee,33
Chairs & Chairmats,Derry,Jumbo Drum,1577,Betty Buckley,Corporate,Furniture,0.1,10581,Global Deluxe Office Fabric Chairs,1,12/27/2016,90940,Not Specified,13,03038,0.58,-1335,East,10/3/1955,1183,12/28/2017,Delivery Truck,58,New Hampshire,96
Storage & Organization,Germantown,Large Box,3225,Robyn Crawford,Small Business,Office Supplies,0.01,10652,Carina Double Wide Media Storage Towers in Natural & Black,1,1/19/2017,86513,Medium,8,38138,0.81,487,South,4/13/1956,676,1/20/2018,Regular Air,35,Tennessee,81
Office Machines,Oxford,Jumbo Drum,2491,Sean N Boyer,Consumer,Technology,0.01,10122,Lexmark 4227 Plus Dot Matrix Printer,1,12/15/2017,18790,High,7,01540,0.55,-1597,East,2/14/1907,13254,12/18/2018,Delivery Truck,15,Massachusetts,2036
Binders and Binder Accessories,Rome,Small Box,3015,Julian Stallings,Corporate,Office Supplies,0.02,10875,GBC Linen Binding Covers,1,12/6/2015,91590,Low,1,13440,0.37,-24,East,11/27/1970,37,12/8/2016,Regular Air,12,New York,31
Paper,Rome,Small Box,3015,Julian Stallings,Corporate,Office Supplies,0.02,10876,Xerox 1961,1,12/5/2016,91590,Low,9,13440,0.38,-153,East,11/28/1970,48,12/7/2017,Regular Air,8,New York,5
Paper,Southgate,Small Box,619,Howard Rogers,Consumer,Office Supplies,0.02,11219,Xerox 1993,1,12/17/2016,88200,Critical,8,48195,0.36,-179,Central,8/15/1965,53,12/18/2017,Regular Air,10,Michigan,6
Office Furnishings,Orem,Wrap Bag,530,Ian Bean,Corporate,Furniture,0.01,10663,Coloredge Poster Frame,1,9/13/2017,88541,Critical,11,84057,0.46,103,West,12/17/1950,164,9/14/2018,Express Air,5,Utah,14
Paper,Arvada,Small Box,1113,Julia Reynolds,Corporate,Office Supplies,0.04,10976,Xerox 21,1,8/11/2015,90835,High,12,80004,0.37,-119,West,3/11/1964,82,8/12/2016,Regular Air,7,Colorado,6
Pens & Art Supplies,Westerville,Wrap Bag,3369,Stacy Byrne,Home Office,Office Supplies,0.02,11018,Newell 339,1,7/26/2016,90509,Medium,8,43081,0.59,6,East,6/21/1971,24,7/27/2017,Regular Air,1,Ohio,3
Computer Peripherals,Harrison,Small Pack,2896,Anna Ellis,Home Office,Technology,0.05,11259,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",1,11/11/2016,86931,High,7,10528,0.64,-148,East,4/19/1953,113,11/14/2017,Regular Air,9,New York,16
Office Furnishings,Harrison,Small Box,2896,Anna Ellis,Home Office,Furniture,0.05,11186,Howard Miller Distant Time Traveler Alarm Clock,1,11/11/2016,86931,High,7,10528,0.44,-41,East,4/20/1953,195,11/14/2017,Regular Air,19,New York,27
Appliances,Olney,Small Box,3375,Jonathan Hong,Home Office,Office Supplies,0.07,10914,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,1,2/2/2017,87479,Medium,8,20832,0.59,416,East,10/3/1954,602,2/3/2018,Regular Air,5,Maryland,81
Binders and Binder Accessories,Boston,Small Box,16,Sarah Ramsey,Small Business,Office Supplies,0.08,11140,"GBC Laser Imprintable Binding System Covers, Desert Sand",1,12/5/2017,86844,High,3,02129,0.38,3,East,11/29/1971,46,12/11/2018,Express Air,7,Massachusetts,14
Telephones and Communication,Arvada,Small Pack,1113,Julia Reynolds,Corporate,Technology,0.09,10366,Accessory31,1,8/10/2016,90835,High,2,80004,0.35,-67,West,3/12/1964,57,8/11/2017,Regular Air,1,Colorado,36
